,0
408,"[ 0.59356517 -0.00907655  1.16145011 -0.02221821  1.7029185  -0.03821757
  2.21749923 -0.05901834  2.70492712 -0.08146939  3.16375919 -0.10727887
  3.59641029 -0.13497419  4.00167298 -0.16529165  4.38025396 -0.19531566
  4.73288953 -0.22625365  5.05981524 -0.25713376  5.36200295 -0.28819154
  5.64186751 -0.31795441  5.89940891 -0.34642237  6.13657089 -0.37406653
  6.35358898 -0.39991504  6.55240693 -0.42443902  6.73543956 -0.44616587
  6.90318761 -0.46727488  7.05709407 -0.48605789  7.19789524 -0.50372231
  7.32679853 -0.51953186  7.44671952 -0.53419321  7.55668636 -0.54747081
  7.6576709  -0.55960021  7.75161686 -0.57105254  7.83778795 -0.58062038
  7.91692046 -0.58951115  7.98998625 -0.59796041  8.44769975 -0.63687519]"
409,"[4.00828272e-01 9.03858233e-03 8.05918333e-01 2.13691493e-02
 1.21307287e+00 3.74061911e-02 1.62229187e+00 5.71497078e-02
 2.03330168e+00 8.15615237e-02 2.44417864e+00 1.10094305e-01
 2.85588459e+00 1.43021718e-01 3.26649587e+00 1.79796428e-01
 3.67573881e+00 2.21380262e-01 4.08196343e+00 2.66264058e-01
 4.48462240e+00 3.16371468e-01 4.88302757e+00 3.70466998e-01
 5.27621709e+00 4.28276981e-01 5.66226734e+00 4.89254085e-01
 6.04117831e+00 5.53398307e-01 6.41102634e+00 6.20162315e-01
 6.76988779e+00 6.88998774e-01 7.11872449e+00 7.60181350e-01
 7.45492462e+00 8.31927219e-01 7.77848819e+00 9.04236380e-01
 8.08749155e+00 9.76561498e-01 8.38220837e+00 1.04794075e+00
 8.66167682e+00 1.11810047e+00 8.92397325e+00 1.18649332e+00
 9.17033316e+00 1.25243114e+00 9.39883289e+00 1.31536661e+00
 9.60947245e+00 1.37529971e+00 9.80376099e+00 1.43058048e+00
 9.97950120e+00 1.48162339e+00 1.08984660e+01 1.75245293e+00]"
410,"[3.34402557e-01 4.46432336e-03 6.52709759e-01 9.89797285e-03
 9.52989889e-01 1.51746897e-02 1.23611257e+00 2.23545127e-02
 1.50120817e+00 2.93774031e-02 1.74827670e+00 3.62433608e-02
 1.97825194e+00 4.40144850e-02 2.19219598e+00 5.17569958e-02
 2.38911089e+00 5.94067335e-02 2.57199048e+00 6.71561767e-02
 2.74083476e+00 7.50053256e-02 2.89863755e+00 8.31466589e-02
 3.04652509e+00 8.96484568e-02 3.18530287e+00 9.75686978e-02
 3.31915510e+00 1.04170201e-01 3.44695553e+00 1.11384687e-01
 3.57282425e+00 1.17472914e-01 3.69763087e+00 1.24494921e-01
 3.82343542e+00 1.31581087e-01 3.95123586e+00 1.38795573e-01
 4.08203011e+00 1.46202538e-01 4.21681612e+00 1.53866140e-01
 4.35752561e+00 1.62912640e-01 4.50428690e+00 1.71346158e-01
 4.65796961e+00 1.81226732e-01 4.81763995e+00 1.91492264e-01
 4.98529381e+00 2.02271072e-01 5.15793737e+00 2.13370678e-01
 5.33756651e+00 2.24919401e-01 7.40578213e+00 3.65905714e-01]"
411,"[ 6.99377043e-01 -1.32341987e-03  1.38569834e+00 -1.05073612e-03
  2.05802637e+00 -1.21198286e-03  2.71533061e+00 -8.38635586e-04
  3.35661154e+00  3.83106643e-05  3.98186916e+00  1.41885589e-03
  4.58907344e+00  4.24052956e-03  5.17828637e+00  6.50429261e-03
  5.75044547e+00  1.02401791e-02  6.30258319e+00  1.43556845e-02
  6.83573004e+00  1.78822842e-02  7.34982403e+00  2.28190173e-02
  7.84395862e+00  2.61363301e-02  8.31904035e+00  3.08637764e-02
  8.77316317e+00  3.39408074e-02  9.20726460e+00  3.73974573e-02
  9.62137564e+00  4.02342064e-02  1.00145278e+01  4.14205403e-02
  1.03876585e+01  4.29864930e-02  1.07398303e+01  4.29020304e-02
  1.10719808e+01  4.31971866e-02  1.13821728e+01  4.18109326e-02
  1.16723434e+01  4.08042974e-02  1.19425236e+01  3.91777615e-02
  1.21927444e+01  3.59318053e-02  1.24229129e+01  3.40649875e-02
  1.26341215e+01  3.06097445e-02  1.28283072e+01  2.76271055e-02
  1.30054701e+01  2.51170704e-02  1.42005392e+01  9.15060673e-03]"
412,"[ 6.78266172e-01 -1.10329652e-05  1.32848733e+00  1.19325256e-03
  1.94869224e+00  2.55725587e-03  2.53890892e+00  3.08136893e-03
  3.09713814e+00  2.70959906e-03  3.62332391e+00  3.44116232e-03
  4.11852183e+00  3.30483899e-03  4.58273190e+00  2.30062908e-03
  5.01592613e+00  1.42814060e-03  5.42010373e+00  7.43366254e-04
  5.79526470e+00  2.46306026e-04  6.14243664e+00 -1.03465176e-03
  6.46459039e+00 -2.01591006e-03  6.76175394e+00 -3.69707690e-03
  7.03789772e+00 -4.96655888e-03  7.29304973e+00 -6.82396404e-03
  7.53018081e+00 -8.18569531e-03  7.75031854e+00 -1.00233644e-02
  7.95743338e+00 -1.12253779e-02  8.15155331e+00 -1.27913438e-02
  8.33564917e+00 -1.36376651e-02  8.51177615e+00 -1.57075652e-02
  8.68087789e+00 -1.69738317e-02  8.84598119e+00 -1.83520835e-02
  9.00711406e+00 -2.08419287e-02  9.16721932e+00 -2.23601622e-02
  9.32732458e+00 -2.38783957e-02  9.48842945e+00 -2.53686329e-02
  9.65156153e+00 -2.78024854e-02  1.17602273e+01 -5.77793082e-02]"
413,"[ 6.45999889e-01 -1.06957448e-03  1.27599666e+00 -3.08788515e-03
  1.89099030e+00 -6.05813567e-03  2.48997761e+00 -1.09771172e-02
  3.06996502e+00 -1.58352291e-02  3.63295252e+00 -2.06388787e-02
  4.17693371e+00 -2.73816482e-02  4.70191820e+00 -3.30635533e-02
  5.20789959e+00 -3.96845835e-02  5.69387787e+00 -4.72415352e-02
  6.16085946e+00 -5.37376224e-02  6.60784115e+00 -6.01696362e-02
  7.03582293e+00 -6.65407803e-02  7.44380482e+00 -7.28478511e-02
  7.83178681e+00 -7.90908485e-02  8.20077210e+00 -8.42729814e-02
  8.55175428e+00 -9.03974431e-02  8.88373656e+00 -9.64610351e-02
  9.19872213e+00 -1.01470170e-01  9.49670138e+00 -1.08424832e-01
  9.77968070e+00 -1.15331439e-01  1.00486569e+01 -1.23193190e-01
  1.03056299e+01 -1.32016492e-01  1.05515966e+01 -1.42804542e-01
  1.07885634e+01 -1.53563760e-01  1.10185206e+01 -1.67300537e-01
  1.12434746e+01 -1.82021291e-01  1.14644190e+01 -1.99729214e-01
  1.16843602e+01 -2.18433929e-01  1.44498114e+01 -7.06296019e-01]"
414,"[6.80050703e-01 9.38305146e-03 1.34917850e+00 2.42149758e-02
 2.00767832e+00 4.25176372e-02 2.65426617e+00 6.61217111e-02
 3.28923697e+00 9.30490617e-02 3.91145420e+00 1.24141297e-01
 4.52121276e+00 1.57420280e-01 5.11623962e+00 1.94569227e-01
 5.69796621e+00 2.32768394e-01 6.26525600e+00 2.72859389e-01
 6.81711994e+00 3.14694752e-01 7.35385293e+00 3.56296346e-01
 7.87516006e+00 3.99642308e-01 8.37921066e+00 4.43448648e-01
 8.86714125e+00 4.86873760e-01 9.33895183e+00 5.29917643e-01
 9.79350587e+00 5.73421905e-01 1.02309508e+01 6.16397478e-01
 1.06522758e+01 6.58991823e-01 1.10564917e+01 7.01057478e-01
 1.14427569e+01 7.41457916e-01 1.18127546e+01 7.82466193e-01
 1.21659382e+01 8.20967645e-01 1.25020127e+01 8.58940409e-01
 1.28199890e+01 8.96237022e-01 1.31221403e+01 9.31174272e-01
 1.34063409e+01 9.64446304e-01 1.36745689e+01 9.96348039e-01
 1.39249937e+01 1.02559549e+00 1.56545247e+01 1.22481046e+00]"
415,"[ 7.84002432e-01 -4.31997045e-04  1.54900690e+00 -1.90199207e-03
  2.29201142e+00 -3.41598706e-03  3.01301597e+00 -4.97398202e-03
  3.71002258e+00 -7.57997495e-03  4.38302923e+00 -1.02339678e-02
  5.03203794e+00 -1.39359587e-02  5.65504669e+00 -1.76899495e-02
  6.25205550e+00 -2.14959403e-02  6.82206436e+00 -2.53559311e-02
  7.36707527e+00 -3.02659198e-02  7.88608423e+00 -3.42279105e-02
  8.37909524e+00 -3.92418992e-02  8.84610431e+00 -4.33078898e-02
  9.28711543e+00 -4.84258784e-02  9.70412459e+00 -5.25918689e-02
  1.00951338e+01 -5.68098595e-02  1.04631411e+01 -6.00738520e-02
  1.08071484e+01 -6.33858444e-02  1.11281557e+01 -6.67438368e-02
  1.14271611e+01 -6.91458312e-02  1.17041666e+01 -7.15918256e-02
  1.19591701e+01 -7.30818219e-02  1.21941736e+01 -7.46118183e-02
  1.24101772e+01 -7.61798145e-02  1.26061788e+01 -7.67878128e-02
  1.27851804e+01 -7.74298110e-02  1.29471821e+01 -7.81058093e-02
  1.30941838e+01 -7.88118075e-02  1.40221940e+01 -8.29557967e-02]"
416,"[ 4.74658420e-01  6.20003301e-04  9.29292019e-01  1.15907376e-03
  1.36284828e+00  2.56177997e-03  1.77438264e+00  3.77560582e-03
  2.16589217e+00  4.90849883e-03  2.53632437e+00  6.90502759e-03
  2.88773029e+00  8.87459726e-03  3.22010993e+00  1.08172079e-02
  3.53346330e+00  1.27328594e-02  3.83183853e+00  1.38389045e-02
  4.11412913e+00  1.60784541e-02  4.38343868e+00  1.76163449e-02
  4.64076572e+00  1.85065506e-02  4.88805337e+00  1.98555610e-02
  5.12630016e+00  2.17173500e-02  5.35761113e+00  2.22027802e-02
  5.58187833e+00  2.33089365e-02  5.80215136e+00  2.41991978e-02
  6.01942876e+00  2.49275378e-02  6.23371054e+00  2.54939565e-02
  6.44604920e+00  2.49538853e-02  6.65833389e+00  2.54123565e-02
  6.86967401e+00  2.48183116e-02  7.08201268e+00  2.42782404e-02
  7.29634843e+00  2.38461168e-02  7.51168272e+00  2.34679669e-02
  7.72906807e+00  2.21992222e-02  7.94845050e+00  2.10384250e-02
  8.17088254e+00  1.90410067e-02  1.07856329e+01 -1.68834506e-02]"
417,"[ 4.58730986e-01 -1.37199598e-03  9.05313494e-01 -3.38779485e-03
  1.33886578e+00 -4.94171647e-03  1.76015762e+00 -8.13315275e-03
  2.16853121e+00 -9.86899999e-03  2.56365064e+00 -1.31303935e-02
  2.94684553e+00 -1.50481664e-02  3.31777997e+00 -1.86034540e-02
  3.67678987e+00 -2.08151209e-02  4.02365129e+00 -2.36705907e-02
  4.36046363e+00 -2.64000884e-02  4.68523945e+00 -2.87796772e-02
  5.00095991e+00 -3.11452623e-02  5.30651930e+00 -3.43785871e-02
  5.60302333e+00 -3.75979081e-02  5.88947826e+00 -4.06912571e-02
  6.16886525e+00 -4.39945391e-02  6.43919686e+00 -4.72838175e-02
  6.70146681e+00 -5.06710604e-02  6.95666881e+00 -5.42682365e-02
  7.20380915e+00 -5.79633772e-02  7.44388153e+00 -6.18684510e-02
  7.67677400e+00 -6.69771696e-02  7.90171677e+00 -7.11901411e-02
  8.12058531e+00 -7.57250141e-02  8.33139218e+00 -8.03578517e-02
  8.53524307e+00 -8.42069107e-02  8.73191404e+00 -8.92596144e-02
  8.92052334e+00 -9.44102829e-02  1.04423160e+01 -1.37071219e-01]"
418,"[ 6.85117932e-01 -2.72392284e-03  1.34525368e+00 -6.82271911e-03
  1.98040723e+00 -1.22963888e-02  2.59156349e+00 -1.81300450e-02
  3.17875244e+00 -2.63234628e-02  3.74294398e+00 -3.48618675e-02
  4.28615289e+00 -4.47151480e-02  4.80936404e+00 -5.48684172e-02
  5.31359233e+00 -6.63065633e-02  5.79980764e+00 -7.70148117e-02
  6.26903987e+00 -8.89779380e-02  6.72327379e+00 -1.01166056e-01
  7.16150950e+00 -1.13594165e-01  7.58673168e+00 -1.25217379e-01
  7.99697055e+00 -1.38065472e-01  8.39418088e+00 -1.49108783e-01
  8.77740778e+00 -1.61361973e-01  9.14762114e+00 -1.72810269e-01
  9.50382109e+00 -1.83468669e-01  9.84500772e+00 -1.93352174e-01
  1.01731808e+01 -2.02430783e-01  1.04863556e+01 -2.11734384e-01
  1.07855019e+01 -2.19248203e-01  1.10716498e+01 -2.26957013e-01
  1.13427843e+01 -2.33890928e-01  1.16019051e+01 -2.40004949e-01
  1.18500122e+01 -2.45284076e-01  1.20871206e+01 -2.50728197e-01
  1.23162148e+01 -2.55292426e-01  1.50042625e+01 -3.04978812e-01]"
419,"[4.44161262e-01 8.79240936e-04 8.77298154e-01 2.43910611e-03
 1.29841110e+00 4.65059960e-03 1.70952824e+00 6.57213372e-03
 2.10962102e+00 9.17429209e-03 2.50068858e+00 1.25150666e-02
 2.88176035e+00 1.55658817e-02 3.25477749e+00 2.03838884e-02
 3.61979799e+00 2.49699276e-02 3.97682186e+00 2.93239994e-02
 4.32681967e+00 3.44746791e-02 4.66879186e+00 4.03929709e-02
 5.00376698e+00 4.61082911e-02 5.33171606e+00 5.26202193e-02
 5.65166849e+00 5.89001800e-02 5.96559446e+00 6.60057446e-02
 6.27152379e+00 7.28793418e-02 6.56945648e+00 7.95209715e-02
 6.86039211e+00 8.59596296e-02 7.14433069e+00 9.21953162e-02
 7.41924406e+00 9.91696189e-02 7.68618978e+00 1.04912375e-01
 7.94610946e+00 1.11451738e-01 8.19706191e+00 1.16730559e-01
 8.44001773e+00 1.21777412e-01 8.67497691e+00 1.26592298e-01
 8.90296803e+00 1.30204633e-01 9.12393310e+00 1.34613575e-01
 9.33892969e+00 1.37848963e-01 1.17180892e+01 1.66847112e-01]"
420,"[3.89163596e-01 1.30205300e-03 7.58329532e-01 3.64984098e-03
 1.10640100e+00 6.15060803e-03 1.43437278e+00 8.70232831e-03
 1.74224487e+00 1.13050018e-02 2.02892047e+00 1.30658726e-02
 2.29659319e+00 1.57704526e-02 2.54516101e+00 1.84239600e-02
 2.77551667e+00 1.99295872e-02 2.98885903e+00 2.21748718e-02
 3.18409125e+00 2.42670580e-02 3.36429973e+00 2.68948500e-02
 3.52828562e+00 2.81707102e-02 3.67724776e+00 2.99821761e-02
 3.81207890e+00 3.12324403e-02 3.93387585e+00 3.28142585e-02
 4.04263862e+00 3.47276309e-02 4.13826517e+00 3.59777757e-02
 4.22175029e+00 3.64626670e-02 4.29429280e+00 3.80698425e-02
 4.35668345e+00 3.87077129e-02 4.40703470e+00 3.95751116e-02
 4.44833088e+00 4.03659610e-02 4.47848041e+00 4.02895312e-02
 4.50067168e+00 4.10293080e-02 4.50972674e+00 4.11058573e-02
 4.50972674e+00 4.11058573e-02 4.50972674e+00 4.11058573e-02
 4.50972674e+00 4.11058573e-02 4.50972674e+00 4.11058573e-02]"
421,"[ 6.81095859e-01  3.66479294e-03  1.35719304e+00  7.21459602e-03
  2.02726881e+00  1.16261468e-02  2.69032344e+00  1.68764472e-02
  3.34438044e+00  2.19197660e-02  3.99043956e+00  2.67791009e-02
  4.62552459e+00  3.03857226e-02  5.25061226e+00  3.37623646e-02
  5.86470284e+00  3.68860290e-02  6.46684259e+00  3.77342466e-02
  7.05598578e+00  3.82834906e-02  7.63315515e+00  3.75570234e-02
  8.19537447e+00  3.44861156e-02  8.74457424e+00  3.21159697e-02
  9.27782423e+00  2.73783851e-02  9.79707793e+00  2.23188290e-02
  1.02993361e+01  1.68683074e-02  1.07846218e+01  1.00270847e-02
  1.12538887e+01  3.81762998e-03  1.17051604e+01 -2.80578825e-03
  1.21374141e+01 -8.86643244e-03  1.25516726e+01 -1.53410401e-02
  1.29468901e+01 -2.02531383e-02  1.33221129e+01 -2.56251958e-02
  1.36782947e+01 -2.94347439e-02  1.40144588e+01 -3.27045158e-02
  1.43305822e+01 -3.44347762e-02  1.46276876e+01 -3.56022626e-02
  1.49037756e+01 -3.62529708e-02  1.67158713e+01 -1.95740329e-02]"
422,"[ 6.32057840e-01 -2.80838864e-03  1.25013594e+00 -7.75382769e-03
  1.85222461e+00 -1.38559575e-02  2.43834344e+00 -2.31146820e-02
  3.00748267e+00 -3.45398455e-02  3.56065206e+00 -4.91216038e-02
  4.09685165e+00 -6.68697530e-02  4.61607165e+00 -8.67843411e-02
  5.11833165e+00 -1.10865272e-01  5.60461201e+00 -1.37102846e-01
  6.07292263e+00 -1.66516607e-01  6.52526340e+00 -1.99086963e-01
  6.95962462e+00 -2.33833554e-01  7.37700626e+00 -2.70746583e-01
  7.77741809e+00 -3.10826004e-01  8.15984059e+00 -3.52081708e-01
  8.52527370e+00 -3.94503898e-01  8.87170772e+00 -4.37112216e-01
  9.19915245e+00 -4.80906613e-01  9.50859804e+00 -5.24877342e-01
  9.80003471e+00 -5.68024449e-01  1.00714723e+01 -6.11367480e-01
  1.03258814e+01 -6.51877189e-01  1.05612815e+01 -6.91573074e-01
  1.07786630e+01 -7.29445385e-01  1.09780159e+01 -7.64494172e-01
  1.11613500e+01 -7.97699794e-01  1.13276555e+01 -8.28072094e-01
  1.14789421e+01 -8.56591433e-01  1.24377771e+01 -1.03920729e+00]"
423,"[ 7.02013938e-01 -5.78199387e-03  1.38836239e+00 -1.37069968e-02
  2.05671031e+00 -2.53711294e-02  2.70822523e+00 -3.99763312e-02
  3.34272241e+00 -5.85053918e-02  3.95823628e+00 -8.05888528e-02
  4.55574962e+00 -1.06411443e-01  5.13544717e+00 -1.34990374e-01
  5.69419582e+00 -1.66754247e-01  6.23414589e+00 -2.01089730e-01
  6.75314706e+00 -2.38610156e-01  7.25040128e+00 -2.78148004e-01
  7.72511048e+00 -3.18535758e-01  8.17745940e+00 -3.58790626e-01
  8.60529773e+00 -3.99525941e-01  9.00997771e+00 -4.38960852e-01
  9.39051656e+00 -4.76910630e-01  9.74728373e+00 -5.11409697e-01
  1.00812620e+01 -5.42642781e-01  1.03924514e+01 -5.70609882e-01
  1.06820194e+01 -5.94512941e-01  1.09523011e+01 -6.12755837e-01
  1.12058754e+01 -6.27858336e-01  1.14440945e+01 -6.38039589e-01
  1.16708896e+01 -6.44038513e-01  1.18892091e+01 -6.46409294e-01
  1.21010184e+01 -6.45521392e-01  1.23104336e+01 -6.41130934e-01
  1.25204030e+01 -6.33792108e-01  1.56786464e+01 -1.58023697e-01]"
424,"[5.45527102e-01 1.08654710e-03 1.08201774e+00 2.75818238e-03
 1.61146980e+00 5.10687340e-03 2.13088646e+00 7.99466881e-03
 2.63931475e+00 1.03766426e-02 3.13666270e+00 1.42506793e-02
 3.62197737e+00 1.85718528e-02 4.09330685e+00 2.22492533e-02
 4.55055917e+00 2.72807654e-02 4.99078349e+00 3.25294954e-02
 5.41497875e+00 3.80414271e-02 5.82214601e+00 4.37705767e-02
 6.21024140e+00 5.06239189e-02 6.57835794e+00 5.65575856e-02
 6.92740262e+00 6.36154448e-02 7.25642247e+00 7.07525706e-02
 7.56546348e+00 7.69700208e-02 7.85343473e+00 8.42196961e-02
 8.12142714e+00 9.05496958e-02 8.37039366e+00 9.70049458e-02
 8.59933536e+00 1.03539462e-01 8.80929715e+00 1.09200287e-01
 9.00127799e+00 1.14033404e-01 9.17623082e+00 1.19083739e-01
 9.33515460e+00 1.24397275e-01 9.47814128e+00 1.27976129e-01
 9.60709679e+00 1.31910152e-01 9.72406499e+00 1.35292370e-01
 9.82804695e+00 1.38076799e-01 1.04479889e+01 1.53600493e-01]"
425,"[ 7.28043599e-01 -7.19721336e-04  1.43507825e+00 -6.49489172e-04
  2.12111395e+00 -7.89253507e-04  2.78715065e+00 -1.12901451e-03
  3.43017850e+00 -6.98821678e-04  4.05220739e+00 -4.78625347e-04
  4.65122744e+00  5.11524818e-04  5.22924854e+00  1.29167848e-03
  5.78426079e+00  2.84178598e-03  6.31726414e+00  5.17184715e-03
  6.82926854e+00  7.29191181e-03  7.31926404e+00  1.01919301e-02
  7.78726064e+00  1.28719521e-02  8.23525824e+00  1.53519775e-02
  8.66124694e+00  1.86119565e-02  9.06724664e+00  2.06719888e-02
  9.45223739e+00  2.35219746e-02  9.81623919e+00  2.51620140e-02
  1.01602320e+01  2.76020066e-02  1.04852357e+01  2.88520525e-02
  1.07892405e+01  2.98921018e-02  1.10732463e+01  3.07321545e-02
  1.13392530e+01  3.13922101e-02  1.15842608e+01  3.18422693e-02
  1.18122794e+01  3.11223813e-02  1.20202990e+01  3.02024966e-02
  1.22113094e+01  3.01125648e-02  1.23833308e+01  2.88326861e-02
  1.25393430e+01  2.83927601e-02  1.33224639e+01  2.02234296e-02]"
426,"[ 6.10310173e-01 -1.57902099e-03  1.18356783e+00 -3.49146801e-03
  1.71871200e+00 -4.80228325e-03  2.21480762e+00 -6.57244119e-03
  2.67179174e+00 -7.80392568e-03  3.09066237e+00 -8.43377838e-03
  3.47148247e+00 -9.46001546e-03  3.81712016e+00 -8.69772959e-03
  4.12876236e+00 -9.07801091e-03  4.40927717e+00 -8.41595211e-03
  4.66172162e+00 -7.52069435e-03  4.88908974e+00 -6.20336261e-03
  5.09437560e+00 -4.27508191e-03  5.28169716e+00 -3.48005121e-03
  5.45492058e+00 -1.57040488e-03  5.61716582e+00 -3.53300214e-04
  5.77142694e+00  3.60137780e-04  5.92263104e+00  1.88271693e-03
  6.07389811e+00  2.40727992e-03  6.22709824e+00  4.05577574e-03
  6.38734745e+00  5.14696373e-03  6.55458278e+00  6.67886007e-03
  6.73385725e+00  7.96824025e-03  6.92616890e+00  9.07806261e-03
  7.13345078e+00  1.11322600e-02  7.35676389e+00  1.31957745e-02
  7.59810424e+00  1.53945229e-02  7.85647382e+00  1.76655469e-02
  8.13280770e+00  2.10698208e-02  1.18308212e+01  5.79637808e-02]"
427,"[ 4.15172717e-01 -7.84145552e-04  8.16321281e-01 -2.13673651e-03
  1.20447601e+00 -3.08903849e-03  1.57760706e+00 -4.57899443e-03
  1.93771348e+00 -6.66818722e-03  2.28182749e+00 -8.26471667e-03
  2.61194814e+00 -9.43016569e-03  2.92601479e+00 -1.21020030e-02
  3.22408903e+00 -1.42811770e-02  3.50717038e+00 -1.59984791e-02
  3.77322900e+00 -1.81918523e-02  4.02429473e+00 -1.99233535e-02
  4.25833773e+00 -2.21309258e-02  4.47638832e+00 -2.38458347e-02
  4.67941523e+00 -2.60983976e-02  4.86545020e+00 -2.78275056e-02
  5.03746102e+00 -3.01250591e-02  5.19447895e+00 -3.19607407e-02
  5.33750351e+00 -3.33653419e-02  5.46750345e+00 -3.53691799e-02
  5.58553988e+00 -3.60039946e-02  5.69052088e+00 -3.82375719e-02
  5.78553742e+00 -3.91637089e-02  5.86955917e+00 -3.97511398e-02
  5.94355487e+00 -4.10301819e-02  6.00855484e+00 -4.20321009e-02
  6.06555861e+00 -4.27876883e-02  6.11456616e+00 -4.32969439e-02
  6.15657704e+00 -4.35906594e-02  6.28360920e+00 -4.45025972e-02]"
428,"[4.11874627e-01 3.04826899e-03 8.16767896e-01 5.58599172e-03
 1.21553128e+00 9.68077672e-03 1.61023237e+00 1.44811577e-02
 1.99994679e+00 1.89168627e-02 2.38552598e+00 2.50555004e-02
 2.76911051e+00 3.10482678e-02 3.14963009e+00 3.78195663e-02
 3.52808206e+00 4.54423311e-02 3.90446642e+00 5.39165622e-02
 4.27778583e+00 6.31693244e-02 4.64811324e+00 7.22032811e-02
 5.01537570e+00 8.20157690e-02 5.37757854e+00 9.24609176e-02
 5.73571910e+00 1.03611662e-01 6.08687831e+00 1.14251861e-01
 6.43098322e+00 1.25378849e-01 6.76603916e+00 1.36846758e-01
 7.09204614e+00 1.48655587e-01 7.40708242e+00 1.59662129e-01
 7.71007772e+00 1.70790785e-01 8.00010765e+00 1.80971284e-01
 8.27610193e+00 1.91128027e-01 8.53905789e+00 2.01333950e-01
 8.78698087e+00 2.11443181e-01 9.02001673e+00 2.19461048e-01
 9.23894401e+00 2.28452496e-01 9.44490591e+00 2.36495787e-01
 9.63690510e+00 2.43517985e-01 1.11614903e+01 3.04877302e-01]"
429,"[7.02409897e-01 5.79682432e-04 1.38979399e+00 1.63385961e-03
 2.06318665e+00 2.19813682e-03 2.72051913e+00 4.20130348e-03
 3.36286080e+00 5.67957732e-03 3.99021165e+00 6.63295835e-03
 4.60150231e+00 9.02522882e-03 5.19780217e+00 1.08926065e-02
 5.77911120e+00 1.22350913e-02 6.34443004e+00 1.30176905e-02
 6.89372368e+00 1.42397915e-02 7.42602774e+00 1.48670141e-02
 7.94334098e+00 1.49693438e-02 8.44266524e+00 1.44418021e-02
 8.92496493e+00 1.43187694e-02 9.39027502e+00 1.36008583e-02
 9.83759614e+00 1.22530757e-02 1.02659289e+01 1.02404289e-02
 1.06772021e+01 9.63167872e-03 1.10684875e+01 8.32307144e-03
 1.14407496e+01 7.34898747e-03 1.17949877e+01 6.74441969e-03
 1.21292030e+01 6.43938238e-03 1.24453594e+01 7.50324881e-03
 1.27415281e+01 7.86725815e-03 1.30196728e+01 8.60078366e-03
 1.32797935e+01 9.70382536e-03 1.35198914e+01 1.11063975e-02
 1.37429648e+01 1.29134787e-02 1.51393346e+01 2.67849391e-02]"
430,"[ 2.26078949e-01  5.55604209e-04  4.40133948e-01  1.76283672e-03
  6.43193572e-01  2.65111395e-03  8.35257822e-01  3.22043589e-03
  1.01832586e+00  3.52879441e-03  1.19436784e+00  4.63376091e-03
  1.36341276e+00  5.53575586e-03  1.52648920e+00  5.26419568e-03
  1.68653791e+00  5.90522721e-03  1.84358788e+00  6.45927094e-03
  1.99863869e+00  6.95532280e-03  2.15468908e+00  7.48037060e-03
  2.31176805e+00  7.03483480e-03  2.47081718e+00  7.64687040e-03
  2.63289404e+00  7.34631427e-03  2.79896922e+00  7.16174189e-03
  2.97004230e+00  7.12214919e-03  3.14711286e+00  7.25653210e-03
  3.33020989e+00  6.56531109e-03  3.52130355e+00  6.10605756e-03
  3.72039386e+00  5.87877151e-03  3.92850937e+00  4.91286936e-03
  4.14764925e+00  3.26634296e-03  4.37678493e+00  1.90977592e-03
  4.61694498e+00 -1.27415366e-04  4.87012856e+00 -2.78723902e-03
  5.13530710e+00 -5.09911145e-03  5.41353816e+00 -9.03319578e-03
  5.70579233e+00 -1.35609165e-02  9.67030340e+00 -1.11647452e-01]"
431,"[4.38028454e-01 2.71009330e-04 8.59057899e-01 7.25552649e-04
 1.26408828e+00 1.35283384e-03 1.65310879e+00 1.15291119e-03
 2.02514109e+00 2.13646424e-03 2.38116353e+00 2.29281345e-03
 2.71918701e+00 2.64349277e-03 3.04121143e+00 3.16690995e-03
 3.34622604e+00 2.87391941e-03 3.63525239e+00 3.75360846e-03
 3.90826886e+00 3.80609367e-03 4.16529707e+00 5.03125846e-03
 4.40731536e+00 5.41842330e-03 4.63434531e+00 6.96747161e-03
 4.84736528e+00 7.66772383e-03 5.04638608e+00 8.51912170e-03
 5.23240762e+00 9.51086909e-03 5.40542993e+00 1.06429660e-02
 5.56645294e+00 1.19046163e-02 5.71546584e+00 1.22958783e-02
 5.85449013e+00 1.37950432e-02 5.98250426e+00 1.44130237e-02
 6.09951904e+00 1.51497614e-02 6.20753434e+00 1.59836642e-02
 6.30455027e+00 1.69363243e-02 6.39255594e+00 1.69862077e-02
 6.47157293e+00 1.81331979e-02 6.54057970e+00 1.83882075e-02
 6.60158695e+00 1.87295861e-02 6.83161673e+00 2.02462461e-02]"
